Wall time,Step,Value
1720101547.120453,5,0.6428964138031006
1720101711.7502632,18,0.4249720871448517
1720101770.4281206,24,0.4988674223423004
1720101929.000051,40,0.5798105001449585
1720101949.362662,42,0.5151544809341431
1720101980.4108179,45,0.43308699131011963
1720102057.8092358,53,0.6199801564216614
1720102088.7625563,56,0.540625810623169
1720102240.8540442,71,0.4361719489097595
1720102269.4183738,74,0.554032027721405
1720102475.4841712,94,0.4426228106021881
1720102552.9167664,102,0.7543871402740479
1720102583.42303,105,0.3729703724384308
1720102592.7402039,106,0.3234666883945465
1720102662.859123,113,0.44726237654685974
1720102791.4641573,126,0.6866201162338257
1720102918.8989372,139,0.6915261149406433
1720103026.465298,150,0.3874702453613281
1720103076.623523,155,0.518701434135437
1720103108.9507334,158,0.6795426607131958
1720103198.9204357,167,0.6639475226402283
1720103306.8003817,178,0.5783522725105286
1720103353.4748847,183,0.5265546441078186
1720103372.923777,185,0.41967469453811646
1720103383.368529,186,0.49075183272361755
1720103425.867332,190,0.5834154486656189
1720103500.0921018,198,0.5734664797782898
1720103574.3741288,206,0.595461368560791
1720103585.3697166,207,0.678267240524292
1720103637.6117675,212,0.34746381640434265
1720103748.8508716,223,0.46370425820350647
1720103807.8778868,229,0.37462618947029114
1720103860.5857658,234,0.4833182096481323
1720104008.2068405,249,0.6607648134231567
1720104068.8147469,255,0.4731786549091339
1720104119.2085645,260,0.5207768082618713
1720104189.5737278,267,0.8610216379165649
1720104227.2145636,271,0.7377539277076721
1720104245.6375222,273,0.4287078082561493
1720104426.6305053,292,0.48908695578575134
1720104475.4462533,297,0.6922453045845032
1720104484.0298765,298,0.8479788899421692
1720104529.4421077,303,0.5025238394737244
1720104581.2737176,308,0.6999855041503906
1720104602.244974,310,0.4623468816280365
1720104677.8819811,318,0.5510591268539429
1720104687.9331412,319,0.6571329832077026
1720104799.040323,330,0.5844410061836243
1720104887.6536603,339,0.3312632441520691
1720104964.456196,347,0.5047738552093506
1720105118.8223462,363,0.45585307478904724
1720105159.8249264,367,0.5117139220237732
1720105255.9164252,377,0.703504204750061
1720105681.4667575,421,0.5744696259498596
1720105691.2701771,422,0.6237518787384033
1720105771.6052406,430,0.7096776962280273
1720105858.6253839,439,0.5134719610214233
1720105878.3610444,441,0.6775168180465698
1720105888.2019331,442,0.6017211079597473
1720105916.7422545,445,0.38905176520347595
1720105976.2526817,451,0.569549560546875
1720106063.9516306,460,0.633784830570221
1720106091.0990515,463,0.7019069790840149
1720106099.9889162,464,0.6190023422241211
1720106194.9622273,474,0.6830220818519592
1720106364.3317368,491,0.5519073009490967
1720106382.8633883,493,0.3281542658805847
1720106570.2594872,512,0.5116883516311646
1720106591.1330779,514,0.3817897140979767
1720106620.013729,517,0.35671859979629517
1720106694.9463835,525,0.29069069027900696
1720106754.463525,531,0.6283172369003296
1720106776.097672,533,0.3698086142539978
1720106803.3659978,536,0.5147841572761536
1720106862.5897448,542,0.32011619210243225
1720106910.421331,547,0.39121171832084656
1720107010.4088933,557,0.5667183995246887
1720107067.5897734,563,0.5431071519851685
1720107122.8180466,569,0.37402623891830444
1720107161.5183182,573,0.6813099384307861
1720107221.7913349,579,0.4521847665309906
1720107240.5626435,581,0.2692999839782715
1720107270.022212,584,0.40862348675727844
1720107288.8293028,586,0.40464553236961365
1720107297.9756405,587,0.5124176740646362
1720107346.4346135,592,0.4790177345275879
1720107355.7026606,593,0.6626643538475037
1720107837.3680506,602,0.47231408953666687
1720107965.6653914,615,0.577857494354248
1720108009.6546786,620,0.6358206272125244
1720108027.906643,622,0.43813854455947876
1720108144.9479365,634,0.5091812610626221
1720108215.8508997,641,0.5317745208740234
1720108226.1471648,642,0.4988231956958771
1720108244.4663138,644,0.554707407951355
1720108273.832874,647,0.5116418600082397
1720108290.0054746,649,0.5468026995658875
1720108404.1794894,661,0.3739360272884369
1720108435.0085526,664,0.5263398885726929
1720108475.8712132,668,0.6416147351264954
1720108504.088438,671,0.41730207204818726
1720108533.383058,674,0.5352664589881897
1720108570.4487946,678,0.5675526857376099
1720108580.0868196,679,0.5606938600540161
1720108615.662885,683,0.5052116513252258
1720108663.932973,688,0.8183122873306274
1720108845.532549,706,0.3054465353488922
1720108923.5109925,714,0.42918872833251953
1720108958.9539425,718,0.4690808057785034
1720108995.1313527,722,0.6011979579925537
1720109005.5391536,723,0.545279860496521
1720109069.2524345,730,0.8630195260047913
1720109153.8218675,739,0.6692646145820618
1720109192.6132905,743,0.8134373426437378
1720109230.394362,747,0.8240729570388794
1720109277.6856678,752,0.33429616689682007
1720109315.826347,756,0.4617416560649872
1720109402.9043267,765,0.4833126366138458
1720109443.5436,769,0.8003955483436584
1720109453.9829347,770,0.6721057891845703
1720109463.3949435,771,0.5285141468048096
1720109482.801621,773,0.31196796894073486
1720109492.425052,774,0.49413052201271057
1720109553.090548,780,0.5324126482009888
1720109593.69636,784,0.5207009315490723
1720109603.9856837,785,0.3966117799282074
1720109624.2441611,787,0.4583483934402466
1720109674.1306982,792,0.433491975069046
1720109684.1695528,793,0.5354962944984436
1720109693.5203297,794,0.411030113697052
1720109731.5329463,798,0.5624257922172546
1720109768.6014364,802,0.4241223633289337
1720109816.712479,807,0.6620340347290039
1720109827.1345992,808,0.5129830241203308
1720109837.0142934,809,0.5722200870513916
1720110060.0188484,832,0.48235565423965454
1720110102.3993824,836,0.6235387921333313
1720110123.4417326,838,0.6201252341270447
1720110169.8513796,843,0.38690829277038574
1720110420.9109638,869,0.33047446608543396
1720110469.6026201,874,0.47048264741897583
1720110487.80733,876,0.5868420004844666
1720110546.9450092,882,0.4127531051635742
1720110628.843051,890,0.6008853912353516
1720110689.893847,896,0.5341075658798218
1720110730.4148374,900,0.6296547055244446
1720110801.5447838,907,0.5199924111366272
1720110821.5255954,909,0.5691776275634766
